what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1309936025428
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1309936026553
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1309936029819
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1309936037912
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1309936039647
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1309936052850
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1309936054709
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1309936071725
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1309936075319
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1309936142539
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1309936144695
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1309936163070
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1309936164930
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1309936391087
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1309936393165
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1309936406149
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1309937734939
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1309939182982
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1309939185092
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1309939209060
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1309939210638
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1309941253242
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1309941500644
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1309941503409
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1309941520846
